State,District,University Type,University Name,College Name,College Type,Address,Website,Management,"Year of Establishment
",Specialised in,Location,,Upload Year,The Institute Added In Survey Year
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","NAEMINATH HOMEO. MEDICAL COLLEGE,HOSPITAL & RESEARCH CENTRE, NAVALPUR, ATMADPUR, AGRA (Id: C-15416)",Affiliated College,"N.H.-19, Nawalpur, Kuberpur, , Behind Maruti Nexa Showroom, Tehsil- Etmadpur, Agra, U.P. - 283202, AGRA",www.naiminath.org,Private Un-Aided,2010,Medical-Homeopathy,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","NARMADA DEVI MAHILA MAHAVIDYALAYA, KARAM YOGI KAMLA NAGAR,VIMAL VATIKA, AGRA (Id: C-15542)",Affiliated College,"Karmyogi, Kamla Nagar, Vimal Vatika Agra, Karmyogi, Kamla Nagar, Vimal Vatika Agra, Agra",www.ndmmahavidyalay.com,Private Un-Aided,2007,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","N.D COLLEGE OF SCIENCE & TECHNOLOGY SHYAMO MODE SHAMSABAD ROAD,AGRA (Id: C-15407)",Affiliated College,"OPP NTPC SHYAMO MODE, SHAMSABAD ROAD, AGRA",www.ndsctech.com,Private Un-Aided,2010,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Om Satyaram Saroj Vidhyapeeth Mahavidhyalaya, Kachora (Id: C-56930)",Affiliated College,,,,,,,,NO,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",Panchsheel mahavidyalaya (Id: C-51282),Affiliated College,"ROHTA, GWALIOR ROAD, AGRA",,Private Un-Aided,2014,No,Rural,,2020,2014
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","PEETAMBER DEGREE COLLEGE DAYAL BAGH POIYA GHAT, AGRA (Id: C-15454)",Affiliated College,,,,,,,,NO,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","POORAN PRASAD GUPTA MEMORIAL COLLEGE, AGRA (Id: C-15495)",Affiliated College,"MANGAROL ROAD AKBARA AGRA, AGRA",www.sppgmdegreecollege.org,Private Un-Aided,2006,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","PRADEEP INSTITUTE OF ADDVANCE STUDIESE (FAR BEMAN) BARARA, AGRA (Id: C-47640)",Affiliated College,"1-STATE BANK OFFICERS COLONY, JAIPUR HOUSE, AGRA, AGRA",paisagra.ac.in,Private Un-Aided,2012,No,Rural,,2017,2012
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",PT.MANISH SHARMA MAHAVIDHYALAYA KOTLI BAGHICHI DEVERI ROAD AGRA (Id: C-15428),Affiliated College,"KOTLI BAGICHI DEORI ROAD AGRA, KOTLI BAGICHI DEORI ROAD AGRA, AGRA",www.ptmsdegreecollege.org,Private Un-Aided,2008,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Pt. Munnilal Sharma Mahavidhyalaya, Patti Pachigain, Rohta (Id: C-52628)",Affiliated College,"Pt. Munnilal Sharma Mahavidhyalaya, Patti Pachigain, Rohta, Agra",,Private Un-Aided,2014,No,Rural,,2020,2014
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Pt. Shivcharan Sharma Kanya Mahavidhyalaya,Goharra,Iradat Nagar,Agra (Id: C-52583)",Affiliated College,"Goharra iradatnagar agra, goharra iradat nagar agra, agra",,Private Un-Aided,2014,No,Rural,,2020,2014
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",RADHA KRISHAN KANYA MAHAVIDHYALYA SIKANDRA AGRA (Id: C-15247),Affiliated College,"SEC 9 AVAS VIKAS COLONY, SIKANDRA, AGRA",www.rkkmagra.org,Private Un-Aided,2004,Education/Teacher Education,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",RAGHURAM MAHAVIDYALAYA KAGAROL AGRA (Id: C-15463),Affiliated College,"VILLAGE KAGAROL AGRA, POST KAGAROL, AGRA",www.rrdc.co.in,Private Un-Aided,2008,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",RAJA S.P SINGH DEGREE COLLEGE GWALIOR ROAD ITORA AGRA (Id: C-15550),Affiliated College,"GWALIOR ROAD, ITORA, AGRA, GWALIOR ROAD, ITORA, AGRA, AGRA",www.rspsinghdegreecollege.com,Private Un-Aided,2009,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","RAM DEVI GIRLS DEGREE COLLEGE BARHEN, AGRA (Id: C-15149)",Affiliated College,"BARHAN, AGRA",,Private Un-Aided,2009,No,Rural,,2014,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",RAMDEVI KANYA COLLEGE (Id: C-56333),Affiliated College,"VILLAGE BAKALPUR KHERAGARH AGRA, VILLAGE BAKALPUR KHERAGARH AGRA, AGRA",www.ramdevikanyacollege.org.in,Private Aided,2015,No,Rural,,2020,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",Ramesh Chand Sharma Memorial Mahavidhalaya (Id: C-54907),Affiliated College,"NH-11, SAHARA-AGRA, AGRA",www.rameshchandshramamemorialmahavidhaly.com,Private Un-Aided,2014,No,Rural,,2020,2014
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","RAMESHWARI DEVI KANYA MAHAVIDYALAYA PATHOLI,AGRA (Id: C-15123)",Affiliated College,"NH 11 PATHOLI, NH 11 PATHOLI, AGRA",www.rdkmahvidyalayaagra.com,Private Un-Aided,2003,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","RAM VATI MEMORIAL DEGREE COLLEGE GHARI THAKUR DASS ROHTA,AGRA (Id: C-15404)",Affiliated College,"GHARI THAKUR DASS ROHTA, AGRA",,Private Un-Aided,2008,Arts,Rural,,2015,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",R B AYURVEDIC MEDICAL COLLEGE AND HOSPITAL (Id: C-63788),Affiliated College,"AGRA JALESAR ROAD, MUDI CROSSING, AGRA",www.rbamc.in,Private Un-Aided,2016,Medical-Ayurveda,Rural,,2020,2019
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","R.B DEGREE COLLEGE,KALINDI BIHAR NARAICH,AGRA (Id: C-15318)",Affiliated College,"Kalandi Bihar Agra, Agra",www.rbpgcollegeagra.com,Private Un-Aided,2000,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","R.B.S COLLEGE, AGRA (Id: C-15099)",Affiliated College,"RAJA BALWANT SINGH MARG, KHANDARI, AGRA",www.rbscollegeagra.edu.in,Private Un-Aided,1940,Agriculture,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","R.C. SHARMA DEGREE COLLEGE, AGRA (Id: C-15135)",Affiliated College,"R.C. SHARMA DEGREE COLLEGE, AGRA, Agra",,Private Un-Aided,2011,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","R.K.GUPTA MEMORIAL INSTITUTE OF TECH. & MGMT. 123 MOHAMMADPUR, SIKANDARA, AGRA (Id: C-15334)",Affiliated College,"SITE C 123 UPSIDC ROAD INDUSTRIAL AREA, SIKANDRA AGRA, AGRA",www.rkgmitm.com,Private Aided,2008,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SALASAR INSTITUTE OF EDUCATION DAYAL BAGH, AGRA (Id: C-15150)",Affiliated College,"Salasar Institute of Education, Poiya Ghat, Dayal Bagh, Agra",www.salasarinstitute.org,Private Un-Aided,2010,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",Sanjay Gandhi College of Education (Id: C-57582),Affiliated College,"JHEETPURA, JAGNER ROAD, AGRA",sanjaygandhicolleges.org,Private Aided,2016,No,Rural,,2020,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SANT RAM KRISHNAKANYA MAHAVIDHYALAY,AGRA (Id: C-15248)",Affiliated College,"SHIVPURI, BALKESHWAR ROAD, AGRA, SHIVPURI, BALKESHWAR ROAD, AGRA, AGRA",www.santramkrishnaagra.com,Private Un-Aided,2004,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SARDAR PATEL EDUCATIONAL COLLEGE, ATA, KHERAGARH (Id: C-54839)",Affiliated College,"KHERAGARH, AGRA",,Private Un-Aided,2014,No,Rural,,2020,2014
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SAUDAN SINGH INSTITUTE OF HIGER EDUCATION NAGLA RAMBAL KALENDI VIHAR, AGRA (Id: C-15199)",Affiliated College,"S S NAGAR NAGLA RAMBAL, KALINDI VIHAR, AGRA",www.ssiheagra.com,Private Un-Aided,2011,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","S.D BHADAWAR DEGREE COLLEGE CHALLESOR,AGRA (Id: C-15252)",Affiliated College,"chhalesar kuberpur agra, kuberpur agra, AGRA",www.sdbhadawardegreecollege.org,Private Un-Aided,2007,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SETH RAMSWAROOP GOVINDI DEVI DEGREE COLLEGE,AGRA (Id: C-15546)",Affiliated College,"nagla kaesari, ETMADPUR",,Private Aided,2011,No,Rural,,2019,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHAHID GURUDATT SINGH DEGREE COLLEGE  (Id: C-56196),Affiliated College,"PRATAP PURA, KUKAPUR BHA, AGRA",www.sg.org,Private Aided,2015,No,Rural,,2020,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHANTI NIKETAN COLLEGE OF BUSINESS MANAGEMENT & COMPUTER SCIENCE,AGRA-GWALIOR ROAD,TEHRA,AGRA (Id: C-15205)",Affiliated College,"PLOT NO. 259 GA, 260 KA, 262 & 268, NH-3, AGRA GWALIOR ROAD, TEHRA, KHERAGARH, AGRA",www.sn-college.co.in,Private Un-Aided,2000,Education/Teacher Education,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHANTI UDAY COLLEGE OF SCIENCE AND TECHNOLOGY, AKOLA MALPURA, AGRA (Id: C-47633)",Affiliated College,"9th mile, Jagner Road, Malpura, Agra, 9th mile, Jagner Road, Malpura, Agra, Agra",shantiudaycollegeofscienceandtechnology.com,Private Un-Aided,2012,No,Rural,,2020,2012
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHARWOOD MAHAVIDHYALYA (Id: C-58600),Affiliated College,"DIGNER SHAMSHABAD ROAD AGRA, DIGNER SHAMSHABAD ROAD AGRA, AGRA",,Private Un-Aided,2015,No,Rural,,2020,2017
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHRI BALRAM SINGH MAHAVIDYALAYA (Id: C-52584),Affiliated College,"NAGLA MAHARAM, POST TARRAKPUR, AGRA",sbscollege.co.in,Private Un-Aided,2014,No,Rural,,2020,2014
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","Shri Bhagwan Singh Girls College of Education and Technology, Akbarpur Mod, Shamsabad Road (Id: C-54917)",Affiliated College,"449 ,AKARBARPUR SHAMSHABAD ROAD, AGRA, AGRA",www.sbsgcagra.org,Private Un-Aided,2014,No,Urban,,2020,2014
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI BHAWANI SINGH MAHAVIDHYALAYA, TERI BAGIYA (Id: C-54826)",Affiliated College,"TEDI BAGIYA, HATHRAS ROAD, AGRA",www.shribhawanisinghmahavidyalaya.com,Private Un-Aided,2014,No,Urban,,2020,2015
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI CHANDRA BHAN SINGH DEGREE COLLEGE, AGRA (Id: C-15095)",Affiliated College,"MUKHARAI PO GADSAN, TEHSIL KHERAGARH, AGRA",www.scbsdegreecollege.com,Private Un-Aided,2011,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHRI CHHITAR MAL MAHAVIDYALAYA BRATHALA SAIYAN AGRA (Id: C-15458),Affiliated College,"BRITHALA SAIYAN AGRA, BRITHALA SAIYAN AGRA, AGRA",www.scmagra.cc.cc,Private Un-Aided,2004,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI DAUJI MAHARAJ DIGREE COLLEGE, SAMSHABAD ROAD, AGRA (Id: C-47637)",Affiliated College,"BAROLI AHEER, SHAMSHABAD ROAD, AGRA",www.sdmdc.org,Private Un-Aided,2012,No,Urban,,2020,2012
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHRIDEVI GROUP OF HIGHER STUDIES (Id: C-57555),Affiliated College,"VAMANPURA, JAINGARA, KIRAOLI, AGRA",www.sridevigroupofhigherstudies.com,Private Un-Aided,2012,No,Rural,,2020,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHRI HARCHARAN LAL VERMA MAHAVIDHYALAYA (Id: C-62327),Affiliated College,"NEAR BLOCK, ACHHNERA, AGRA",www.hlvmagra.com,Private Un-Aided,2015,No,Rural,,2019,2019
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI JAGDAMBA MAHAVIDYALAYA FOUNDRY NAGAR, AGRA (Id: C-15348)",Affiliated College,"FOUNDRY NAGAR, AGRA",www.jagdambapgcollege.com,Private Un-Aided,2001,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI JANGJEET SINGH MAHAVIDHYALAYA, WAZIDPUR, FATEHABAD, AGRA (Id: C-15376)",Affiliated College,"WAZIDPUR, FATEHABAD ROAD AGRA, AGRA",www.shrijangjeetsinghmahavidhyalaya.com,Private Un-Aided,2011,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI JWALA PRASAD SHARMA SHIKSHAN SANSTHAN INSTITUTE, KOREI, KIRAWALI (Id: C-50496)",Affiliated College,"NEAR KORAI TOLL PLAZA, FATHEPUR SIKARI ROAD, AGRA",http://www.jpscollege.org,Private Un-Aided,2015,No,Rural,,2017,2013
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI LAL SINGH DEGREE COLLEGE, AGRA (Id: C-15378)",Affiliated College,"ABIDGARH , POST TARRAKPUR, HATHARAS ROAD AGRA, AGRA",www.slsdc.in,Private Un-Aided,2008,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRIMATI ILAYECHI DEVI MAHAVIDYALAYA, BAROLI GURJAR, AGRA (Id: C-47636)",Affiliated College,"BAROLI GURJAR, VILLAGE HAUD, AGRA",,Private Un-Aided,2012,No,Rural,,2016,2012
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRIMATI KALAVATI DEVI MAHAVIDYALAYA, BANGURI SAMSHABAD ROAD, AGRA (Id: C-47638)",Affiliated College,"BANGUI, DIGNER, AGRA",www.kddegreecollege.com,Private Un-Aided,2012,No,Rural,,2020,2012
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI MEGH SINGH MAHAVIDYALAYA, ABIDGARH TARRAKPUR,AGRA (Id: C-15330)",Affiliated College,"ABIDGARH POST TARRAKPUR, HATHRAS ROAD, AGRA",www.shrimscollege.co.in,Private Un-Aided,1999,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI PITAM SINGH MAHAVIDHYALAYA, DURA (Id: C-54812)",Affiliated College,"VILL POST DURA THANA FATEHPUR SIKARI DIST AGRA UP, DURA DURA AGRA 283110, AGRA",,Private Un-Aided,2014,No,Rural,,2020,2015
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHRI PRATAP SINGH MAHAVIDHYALAYA (Id: C-56983),Affiliated College,,,,,,,,NO,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHRI RADHA KRISHNA DEGREE COLLEGE (Id: C-56004),Affiliated College,"BAI KHERA, JARUA KATRA, AGRA",srkdegreecollege.in,Private Un-Aided,2014,No,Rural,,2020,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI RADHARANI MAHAVIDYALAYA VIRAMPUR, AGRA (Id: C-47632)",Affiliated College,"N.H.91 VILLAGE VIRAMPUR, ETAH, ETAH",http://srrdc.co.in,Private Un-Aided,2010,No,Rural,,2020,2012
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI RAGHUBIR SARAN DEGREE COLLEGE LAKHANPUR, SIKANDRA, AGRA (Id: C-15413)",Affiliated College,,,,,,,,NO,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI RAJENDRA SINGH DEGREE COLLEGE ,DHIMISHRI,AGRA (Id: C-15222)",Affiliated College,"DHIMISHRI, DHIMISHRI, AGRA",www.srsdcollege.com,Private Un-Aided,2010,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHRI RAM CHARAN SINGH DEGREE COLLEGE JAROLI SHAMSABAD AGRA (Id: C-15443),Affiliated College,"JAROLI SHAMSABAD AGRA, AGRA",www.srcsm.co.in,Private Un-Aided,2011,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SHRI RAMGOPAL MAHAVIDYALAY (Id: C-55838),Affiliated College,"SHRI RAMGOPAL MAHAVIDYALAY, PATSAL, Fatehpur Seekri, Agra, Agra",http://www.srgm.co.in,Private Un-Aided,2016,No,Rural,,2019,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI ROSHAN LAL INSTITUTE OF SCIENCE AND TECHNOLOGY,AGRA (Id: C-15293)",Affiliated College,"National Higway No.2 , Arsena Runkata, AGRA",www.ristagra.com,Private Un-Aided,2007,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI SIDDHI VINAYAK DEGREE COLLEGE RAIBHA ACHHNERA, AGRA (Id: C-15441)",Affiliated College,"RAIBHA, BICHPURI ACHHNERA ROAD , RAIBHA",www.ssvdc.co.in,Private Un-Aided,2009,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SHRI SURESH CHANDRA SHARMA DEGREE COLLEGE, JAGNER, AGRA (Id: C-15243)",Affiliated College,"GOPAL BHAWAN BASEDI ROAD, JAGNER, AGRA",www.scsdcjagneragra.com,Private Un-Aided,2004,No,Urban,,2015,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SIDDHANT RAJ MAHAVIDAYALA  JAITPUR KALAN AGRA (Id: C-15351),Affiliated College,"JAITPUR KALAN BAH AGRA, JAITPUR KALAN BAH, AGRA",http://www.srcollege.co.in,Private Un-Aided,2009,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","S.K.B. ACADEMY, TUNDLA ROAD, AGRA (Id: C-15151)",Affiliated College,"Tundla Road Agra, Agra",www.skvagra.org,Private Un-Aided,2010,No,Rural,,2018,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","S.K.V. COLLEGE OF LAW, NH-2, AGRA (Id: C-15415)",Affiliated College,"NH-2 Tundla Kuberpur Agra, Agra",www.skvcolloflaw.org,Private Un-Aided,2010,No,Rural,,2018,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SMT BHAGWATI DEVI JAIN GIRLS COLLEGE, AGRA (Id: C-15214)",Affiliated College,"32A SMT B D JAIN MARG AGRA CANTT, AGRA, AGRA",www.bdjainagra.com,State Government,1964,Arts,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SMT. BHUDEVI MAHAVIDYALAYA SHASTRI PURAM, AGRA (Id: C-15134)",Affiliated College,"SHASTRIPURAM, DAHTORA AGRA, AGRA",sbdkm.org,Private Un-Aided,2010,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SMT GYA DEVI MAHAVIDALAYA (Id: C-65097),Affiliated College,,,,,,,,NO,2020
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SMT HARPYARI DEVI MAHILLA COLLEGE JANGAJIT NAGAR SHAMSABAD ROAD, AGRA (Id: C-15292)",Affiliated College,"JANGJEET NAGAR, SHAMSHABAD ROAD RAJPUR CHUNGI, AGRA",www.hdgdcollege.in,Private Un-Aided,,No,Urban,,2015,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SMT LAXMI DEVI MAHILLA EDUCATIONAL INSTITUTE SHAMSABAD,AGRA (Id: C-15127)",Affiliated College,"WARD NO. 8 HAR SAHAY KHIDAKI,SHASABAD, WARD NO. 8 HAR SAHAY KHIDAKI,SHASABAD, AGRA",www.smtldei.co.in,Private Un-Aided,2004,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SMT. NATHIYA DEVI DEGREE COLLEGE, SHAMSHABAD (Id: C-15432)",Affiliated College,"IRADATNAGAR ROAD, SHAMSHABAD, AGRA",WWW.NDDCOLLEAGE.COM,Private Un-Aided,2006,EDUCATION,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SMT.PATURI DEVI DEGREE COLLEGE,GARHI NANDU KIRRAWALI,AGRA (Id: C-15271)",Affiliated College,"VILL GARHI NANDU, KIRAOLI, AGRA",,Private Un-Aided,2003,No,Rural,,2015,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SMT VIDHYA PRASHIKSHAN SANSTHAN (Id: C-57012),Affiliated College,"RADHA NAGAR FOUNDRY NAGAR AGRA, AGRA",www.vdyps.com.in,Private Un-Aided,2011,No,Urban,,2020,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","S.N.MEDICAL COLLEGE, AGRA (Id: C-15097)",Affiliated College,,,,,,,,NO,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","S.R DEGREE COLLEGE UKKHRRA,AGRA (Id: C-15445)",Affiliated College,"UKHARRA AGRA, AGRA",,Private Un-Aided,2006,No,Urban,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SRI BANKEY BIHARI JI EDUCATIONAL INSTITUTE GADI THANA  SAMSHABAD AGRA  (Id: C-55903),Affiliated College,"GARHI THANA , SHAMSABAD, AGRA",,Private Un-Aided,2016,No,Urban,,2020,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SRI DURGA PAL SINGH MAHAVIDHYALAYA,PINHAT AGRA (Id: C-15427)",Affiliated College,"RAJAKHERA ROAD PINAHAT, RAJAKHERA ROAD PINAHAT, AGRA",www.sdpsdc.com,Private Un-Aided,2007,No,Rural,,2020,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SRI KIRORI LAL SHASTRI MAHAVIDYALAYA JAGNER, AGRA (Id: C-15306)",Affiliated College,"JAGNER AGRA, AGRA",www.sklsdcollege.org,Private Un-Aided,2005,Science,Rural,,2015,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SRI K.L. SHASTRI GIRLS DEGRE COLLEGE, FATEHABAD ROAD, TAJGANJ, AGRA (Id: C-15473)",Affiliated College,"FATEHABAD ROAD TAJGANJ, AGRA",www.sklsgdcollege.org,Private Un-Aided,2008,Arts,Rural,,2015,2010
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)",SRIMATI SHANTI DEVI DEGREE COLLEGE  (Id: C-56003),Affiliated College,"PURAMANA KIRAOLI, AGRA",SHANTIDEVI.INFO,Private Un-Aided,2015,No,Rural,,2020,2016
Uttar Pradesh,Agra,State Public University ,"Dr. B. R. Ambedkar University, Agra (Id: U-0509)","SRI MEGH SINGH COLLEGE, AGRA (Id: C-15112)",Affiliated College," ABIDGARH POST -TARRAKPUR, HATHRAS ROAD , ABIDGARH",www.meghsinghcollege.co.in,Private Un-Aided,2011,No,Rural,,2020,2010
